state,county,rgdp2012,rgdp2013,rgdp2014,rgdp2015
MI,Jackson,4805119,4863757,4714112,4844305
MI,Kalamazoo,10663057,11119470,11737660,12452137
MI,Kalkaska,461652,522126,635757,578968
MI,Kent,34242962,34222315,35612975,37026316
MI,Keweenaw,24786,33124,25285,26149
MI,Lake,116943,119007,107979,108624
MI,Lapeer,1794800,1787240,1740946,1781894
MI,Leelanau,597530,624077,652272,667229
MI,Lenawee,2405808,2359125,2315250,2382819
MI,Livingston,5503417,5612001,5604443,5747200
MI,Luce,289116,376745,299735,286221
MI,Mackinac,335162,406692,477278,628964
MI,Macomb,31177510,32221652,32736505,32370648
MI,Manistee,582483,576881,557618,555453
MI,Marquette,3039869,3023462,3061895,3117629
MI,Mason,843724,865473,892336,898400
MI,Mecosta,1033572,1037968,1018692,1009273
MI,Menominee,554908,540454,534261,525543
MI,Midland,3863404,3847137,3961076,4263752
MI,Missaukee,265775,243718,258495,270101
MI,Monroe,5470277,5636282,5551685,5461165
MI,Montcalm,1250493,1269496,1268845,1303483
MI,Montmorency,157729,169287,172186,187080
MI,Muskegon,5222821,5355166,5395850,5497306
MI,Newaygo,1042830,1087216,1101673,1173748
MI,Oakland,95925060,97459028,99761621,101042568
MI,Oceana,602915,611293,627841,618995
MI,Ogemaw,394325,396441,409065,425892
MI,Ontonagon,126380,131416,122431,126509
MI,Osceola,530178,553759,556999,541804
MI,Oscoda,138709,141750,152839,151757
MI,Otsego,776659,754137,756572,749504
MI,Ottawa,11742021,11626094,11947920,12316201
MI,Presque Isle,285641,312006,339099,389848
MI,Roscommon,434722,426095,401044,396357
MI,Saginaw,7111530,7303794,7323555,7347530
MI,St. Clair,4080768,4124065,4089983,4144359
MI,St. Joseph,1694010,1681426,1642088,1686264
MI,Sanilac,1017659,1041120,1036146,1057226
MI,Schoolcraft,231668,230317,230096,239710
MI,Shiawassee,1354483,1395965,1455139,1463757
MI,Tuscola,1004618,1077823,1084738,1093109
MI,Van Buren,2494599,2414342,2351158,2548532
MI,Washtenaw,19037116,19451310,19548700,20029235
MI,Wayne,77357884,77593888,77998236,80667426
MI,Wexford,997361,1005942,1015671,1027731
MN,Aitkin,260824,259993,256571,267268
MN,Anoka,11254388,11611961,11950975,12226256
MN,Becker,1121625,1107416,1102073,1104435
MN,Beltrami,1268252,1317975,1365308,1400577
MN,Benton,1408016,1394904,1479108,1533599
MN,Big Stone,174628,192815,186030,193352
MN,Blue Earth,3535277,3753247,3794896,3725639
MN,Brown,1085557,1108329,1099954,1120447
MN,Carlton,950524,970948,955657,933222
MN,Carver,4069364,4265634,4642487,4823307
MN,Cass,660905,632442,624541,645949
MN,Chippewa,544720,545237,543382,554597
MN,Chisago,1040456,1147307,1144798,1175166
MN,Clay,1635388,1700849,1756138,1763157
MN,Clearwater,206222,217248,209775,202208
MN,Cook,250666,266745,248021,240846
MN,Cottonwood,504941,499815,503018,511598
MN,Crow Wing,2277465,2145693,2203047,2250631
MN,Dakota,20857977,21176198,23015383,23289687
MN,Dodge,595422,558090,565985,603714
MN,Douglas,1438730,1462769,1474056,1483560
MN,Faribault,509490,521063,508557,498216
MN,Fillmore,623362,624085,635400,636971
MN,Freeborn,1036921,1039244,1023135,1029093
MN,Goodhue,2472906,2585409,2517466,2395188
MN,Grant,223807,212643,207559,207232
MN,Hennepin,118365176,120632439,124287916,125765508
MN,Houston,400452,405083,395771,413930
MN,Hubbard,421899,429290,415709,420113
MN,Isanti,830528,875167,917655,935283
MN,Itasca,1765631,1947616,1885517,1741988
MN,Jackson,579579,585545,579980,555697
MN,Kanabec,253350,263858,276016,285869
MN,Kandiyohi,2363618,2300242,2134044,1974306
MN,Kittson,192328,199672,198554,196304
MN,Koochiching,429609,421266,390432,394618
MN,Lac qui Parle,288209,293149,289722,296491
MN,Lake,479870,579304,591577,437106
MN,Lake of the Woods,102991,108358,109256,106453
MN,Le Sueur,699685,738625,793772,727866
MN,Lincoln,276804,271168,262073,262073
MN,Lyon,1282108,1188106,1191961,1234487
MN,McLeod,1395904,1388008,1431338,1502920
MN,Mahnomen,144641,143169,136716,137861
MN,Marshall,333616,346924,337823,332222
MN,Martin,950306,953471,937209,954789
MN,Meeker,718039,732628,722726,743012
MN,Mille Lacs,640557,634950,648976,655938
MN,Morrison,920997,931657,918818,942511
MN,Mower,1621161,1702972,1771503,1839015
MN,Murray,422036,412877,395494,389283
MN,Nicollet,1182477,1217066,1238397,1250273
MN,Nobles,999382,1018468,981838,989383
MN,Norman,244441,250745,244208,247954
MN,Olmsted,8760861,9214766,9429361,10168960
MN,Otter Tail,1823088,1908264,1901752,1926959
MN,Pennington,952224,857177,874434,943724
MN,Pine,513673,511675,512701,522884
MN,Pipestone,452199,447469,446713,449834
MN,Polk,1098378,1093080,1094562,1124198
MN,Pope,440396,448784,456491,472206
MN,Ramsey,34686561,35541733,36308885,37028037
MN,Red Lake,105580,104048,100078,101027
MN,Redwood,645573,623398,592461,585861
MN,Renville,727403,708283,704881,717149
MN,Rice,2034945,2045130,1984835,1963045
MN,Rock,406862,446079,443584,443588
MN,Roseau,947984,979602,901996,987033
MN,St. Louis,9376143,9723176,9639118,8468301
MN,Scott,4245479,4360886,4511401,4653088
MN,Sherburne,2493189,2642696,2890889,2844707
MN,Sibley,409334,407544,391965,410602
MN,Stearns,6977613,7108456,6873827,6890698
MN,Steele,1832952,1907767,2032552,2016366
MN,Stevens,589782,575095,569986,572991
MN,Swift,477668,477357,477423,463689
MN,Todd,622151,630773,630976,605169
MN,Traverse,174823,175948,174794,190826
MN,Wabasha,595008,582932,576126,571256
MN,Wadena,385665,392030,397677,401941
MN,Waseca,741345,736101,751404,777129
MN,Washington,7112398,7326285,7544327,7560329
MN,Watonwan,372412,380717,375144,373484
MN,Wilkin,285084,294156,295854,303089
MN,Winona,1905791,1914060,1980150,2033752
MN,Wright,3351973,3336404,3396798,3479284
MN,Yellow Medicine,438804,445592,453850,448931
MS,Adams,894509,876345,929642,866796
MS,Alcorn,1084632,1138249,1102892,1090627
MS,Amite,151420,159812,167438,157383
MS,Attala,442973,451432,475255,434591
MS,Benton,272345,266033,238701,241649
MS,Bolivar,1060446,1043292,1017786,978321
MS,Calhoun,240747,258176,237759,238236
MS,Carroll,96813,96237,93997,118608
MS,Chickasaw,388142,398706,387146,373549
MS,Choctaw,429562,376898,432816,518497
MS,Claiborne,662435,708653,657736,644099
MS,Clarke,264478,292484,277932,254327
MS,Clay,443754,522318,488290,467101
MS,Coahoma,689157,686541,652908,632246
MS,Copiah,559184,579723,575622,534566
MS,Covington,413806,478139,478851,491942
MS,DeSoto,4300384,4333384,4327295,4770378
MS,Forrest,3747747,3762541,3781537,3732557
MS,Franklin,144307,146143,143748,150394
MS,George,331066,345490,371820,354239
MS,Greene,126643,129723,120374,115100
MS,Grenada,814100,812927,777259,790914
MS,Hancock,1572773,1566974,1559501,1500538
MS,Harrison,8064937,8231292,8072020,7759580
MS,Hinds,12417207,12170126,12080685,12188441
MS,Holmes,258058,269337,246850,235879
MS,Humphreys,168998,187695,165710,157771
MS,Issaquena,18525,23405,19585,17178
MS,Itawamba,417648,418584,431729,417739
MS,Jackson,6948748,5698543,6480346,6408538
MS,Jasper,398329,413141,350366,336863
MS,Jefferson,93027,102652,102496,97548
MS,Jefferson Davis,129287,128183,121592,118443
MS,Jones,2492708,2482881,2480829,2543164
MS,Kemper,284838,457578,415104,421023
MS,Lafayette,1651218,1716917,1742147,1923890
MS,Lamar,1415356,1441931,1425693,1483155
MS,Lauderdale,3040935,2946499,2784557,2767191
MS,Lawrence,295636,301621,288690,265690
MS,Leake,379276,402451,408459,389448
MS,Lee,4276149,4337307,4240798,4505719
MS,Leflore,1169021,1170021,1115541,1098755
MS,Lincoln,912279,909383,821951,759058
MS,Lowndes,2717664,2694640,2482152,2480976
MS,Madison,5611611,6101720,6590484,6532585
MS,Marion,580151,602894,582626,558634
MS,Marshall,499416,535428,524835,502953
MS,Monroe,701669,706232,740807,712424
MS,Montgomery,177279,176500,175622,167762
MS,Neshoba,946126,899909,832972,775959
MS,Newton,394860,396624,400033,379260
MS,Noxubee,194913,226198,216787,214040
MS,Oktibbeha,1552695,1526216,1511641,1522844
MS,Panola,1020374,949147,958582,983135
MS,Pearl River,888765,801761,798544,789872
MS,Perry,249732,246985,234431,229504
MS,Pike,1087972,1102134,1059822,1036078
MS,Pontotoc,721721,747858,780002,808595
MS,Prentiss,500563,490574,472629,481730
MS,Quitman,94583,104746,92407,91038
MS,Rankin,6001408,6053474,6189631,6408086
MS,Scott,910339,966542,915710,894260
MS,Sharkey,96049,120049,109020,104776
MS,Simpson,489946,518138,488811,481668
MS,Smith,262983,332250,312579,307108
MS,Stone,312455,320031,309432,298817
MS,Sunflower,608642,632555,602247,594309
MS,Tallahatchie,256689,262907,255909,251422
MS,Tate,423571,434371,424478,403642
MS,Tippah,442138,451011,442455,424450
MS,Tishomingo,397399,370028,351735,365929
MS,Tunica,818174,824288,849728,960040
MS,Union,763469,784875,829639,851049
MS,Walthall,209120,212000,202140,201240
MS,Warren,2190445,2072923,2044560,2075950
MS,Washington,1543818,1574785,1474915,1464881
MS,Wayne,442298,480090,493637,441877
MS,Webster,142648,140771,132625,125052
MS,Wilkinson,164101,178681,188604,197190
MS,Winston,405322,413351,397480,392365
MS,Yalobusha,267195,245567,232077,235364
MS,Yazoo,562679,645236,635928,599494
MO,Adair,632850,643353,650482,687767
MO,Andrew,189143,209015,220478,222092
MO,Atchison,172357,170274,172158,154069
MO,Audrain,698358,701797,693572,686329
MO,Barry,1032047,1101662,1087737,1145574
MO,Barton,251584,261875,275150,275868
MO,Bates,265652,270902,273029,265735
MO,Benton,252802,280986,267270,270354
MO,Bollinger,122892,118279,129503,140312
MO,Boone,7521903,7863998,7938556,8062708
MO,Buchanan,4242477,4208137,4092667,4252033
MO,Butler,1280773,1331979,1318099,1307142
MO,Caldwell,108983,115810,115927,113688
MO,Callaway,1456387,1410433,1427628,1489102
MO,Camden,1152673,1139558,1102857,1101176
MO,Cape Girardeau,3276373,3337258,3342981,3410378
MO,Carroll,201057,216449,217349,199235
MO,Carter,93315,88599,83936,84342
MO,Cass,1780770,1888021,1887851,1941982
MO,Cedar,190144,193768,191647,200756
MO,Chariton,169002,182190,184283,175332
MO,Christian,1134320,1170539,1178160,1215996
MO,Clark,118996,122693,121516,108624
MO,Clay,9028465,9474991,9690387,9871821
MO,Clinton,271799,281686,276335,262300
MO,Cole,4133387,4163911,4048903,4045629
MO,Cooper,389248,421075,429079,423829
MO,Crawford,457066,467453,439139,446312
MO,Dade,125579,130423,131183,123278
MO,Dallas,185154,193731,194512,201087
MO,Daviess,152968,142158,142156,134544
MO,DeKalb,251895,260237,270652,259870
MO,Dent,253788,252727,240410,228364
MO,Douglas,154208,160242,165094,158687
MO,Dunklin,818981,758415,735490,708820
MO,Franklin,3440030,3552797,3451510,3545089
MO,Gasconade,328451,340001,341033,337301
MO,Gentry,188389,179653,176060,162315
MO,Greene,13139456,12859708,13653418,14688121
MO,Grundy,275107,286500,310865,346414
MO,Harrison,174418,177999,177396,174107
MO,Henry,581140,656806,651880,617290
MO,Hickory,76405,79656,79038,76103
MO,Holt,114245,122104,122096,120730
MO,Howard,163829,170514,175462,177179
MO,Howell,1016906,1076744,1004194,1046228
MO,Iron,392350,405510,390686,380644
MO,Jackson,42825544,42449396,42519911,43423188
MO,Jasper,4565580,4499400,4457479,4396540
MO,Jefferson,3961760,4218444,4151081,4297673
MO,Johnson,1439267,1658289,1826034,1964519
MO,Knox,87372,89516,89483,87102
MO,Laclede,800028,794172,782945,820977
MO,Lafayette,675935,691394,694309,704775
MO,Lawrence,650485,685263,700187,711798
MO,Lewis,181184,184452,183661,177995
MO,Lincoln,816881,879446,877884,879145
MO,Linn,428795,374963,353024,339415
MO,Livingston,433235,457075,448398,426977
MO,McDonald,397348,406806,417146,470849
MO,Macon,331491,334706,342344,349872
MO,Madison,230888,236688,237633,235522
MO,Maries,119031,122246,121034,115554
MO,Marion,965784,1000306,986245,991427
MO,Mercer,74968,62615,69290,69335
MO,Miller,483079,528795,490959,522776
MO,Mississippi,308658,304696,310452,344269
MO,Moniteau,267360,282260,289534,303123
MO,Monroe,153621,172147,173202,162929
MO,Montgomery,222030,231794,241761,254293
MO,Morgan,280687,297987,295169,286454
MO,New Madrid,1027914,1076678,1071405,1112668
MO,Newton,1551605,1561948,1558142,1503651
MO,Nodaway,646401,659061,650522,649929
MO,Oregon,177871,187456,187397,182127
MO,Osage,282399,284485,278549,298587
MO,Ozark,101848,101242,100497,94597
MO,Pemiscot,430873,428991,426331,415005
MO,Perry,914656,855727,799690,846648
MO,Pettis,1358351,1394030,1404382,1446304
MO,Phelps,1261546,1297686,1331459,1376527
MO,Pike,416039,439356,440141,430326
MO,Platte,4486953,4660318,5095698,5619795
MO,Polk,571037,583733,571051,563433
MO,Pulaski,2260029,2257983,2109042,2082490
MO,Putnam,179123,244699,283872,273575
MO,Ralls,266038,285842,300007,345653
MO,Randolph,1046547,1095814,1073429,1081682
MO,Ray,303707,319942,329586,348709
MO,Reynolds,177386,174500,168500,170223
MO,Ripley,165042,161062,158960,154158
MO,St. Charles,11604284,12071383,12572917,12915719
MO,St. Clair,111057,111786,111446,103644
MO,Ste. Genevieve,505810,526364,519674,567331
MO,St. Francois,1429538,1422589,1518637,1563748
MO,St. Louis,71541404,72351271,71621023,73920347
MO,Saline,671105,703681,708392,706325
MO,Schuyler,52812,55568,54085,50961
MO,Scotland,94015,102670,99611,91644
MO,Scott,1208020,1205895,1227128,1287865
MO,Shannon,79038,80167,73835,71780
MO,Shelby,135868,143655,145473,135077
MO,Stoddard,958682,1136282,1225291,1183898
MO,Stone,451996,515535,540375,586065
MO,Sullivan,1182607,1773008,1955799,1414118
MO,Taney,2076461,2212851,2141184,2102460
MO,Texas,361192,370350,349835,358749
MO,Vernon,687092,727426,734933,667582
MO,Warren,536488,562641,607346,629891
MO,Washington,309098,310102,306385,303460
MO,Wayne,168819,152635,144023,150186
MO,Webster,498347,512960,513130,547023
MO,Worth,33426,38759,39838,34747
MO,Wright,302512,305921,301457,321018
MO,St. Louis City,32977362,31832289,31601901,28648806
MT,Beaverhead,316634,320820,311652,337878
MT,Big Horn,407569,426583,474927,496179
MT,Blaine,138701,143095,144911,153776
MT,Broadwater,105556,112169,108251,119565
MT,Carbon,227144,236969,230059,237115
MT,Carter,50349,55297,56223,63220
MT,Cascade,3210783,3244138,3409958,3598667
MT,Chouteau,159815,171453,167083,183692
MT,Custer,468548,467940,478602,467870
MT,Daniels,100544,97854,95975,105326
MT,Dawson,415139,426591,448028,475652
MT,Deer Lodge,212633,212510,196663,219340
MT,Fallon,247735,227051,218788,194261
MT,Fergus,401743,404511,410095,428963
MT,Flathead,3272697,3371783,3393501,3512312
MT,Gallatin,4111941,4288985,4343029,4654549
MT,Garfield,43953,45857,45872,51952
MT,Glacier,377962,365287,360519,368414
MT,Golden Valley,22793,28607,32503,41483
MT,Granite,59907,62734,65077,64010
MT,Hill,713613,702225,690551,709182
MT,Jefferson,197202,215147,214758,232445
MT,Judith Basin,63111,71784,73665,80558
MT,Lake,575739,581627,602380,622889
MT,Lewis and Clark,2971065,2948950,2965704,3036151
MT,Liberty,69376,72459,74134,81628
MT,Lincoln,472061,463120,425733,428936
MT,McCone,112308,104644,122148,117557
MT,Madison,380060,289037,290537,344581
MT,Meagher,49756,53294,55672,62991
MT,Mineral,66830,69537,63610,65997
MT,Missoula,4720056,4549138,4510833,4693952
MT,Musselshell,148564,159246,177866,198748
MT,Park,405699,409266,418571,459498
MT,Petroleum,19492,20266,20235,22408
MT,Phillips,136033,133426,135513,149042
MT,Pondera,179682,191956,187756,205638
MT,Powder River,60735,66650,60088,71562
MT,Powell,172128,175672,172089,177567
MT,Prairie,34744,35217,35749,41262
MT,Ravalli,801884,797032,776043,810866
MT,Richland,824658,879458,952356,1009129
MT,Roosevelt,347469,330527,331804,341197
MT,Rosebud,728576,743476,744293,796502
MT,Sanders,257212,279761,396651,258293
MT,Sheridan,166386,191310,202481,197457
MT,Silver Bow,2893758,2747153,2451526,2129346
MT,Stillwater,420677,528090,556856,600824
MT,Sweet Grass,161854,198837,208531,242531
MT,Teton,226490,225608,213189,223284
MT,Toole,304084,296264,287493,292203
MT,Treasure,26699,28450,29078,31295
MT,Valley,311155,327765,344934,349035
MT,Wheatland,66932,72338,71640,74247
MT,Wibaux,36843,39041,39017,41048
MT,Yellowstone,8530731,8730502,9210350,9697907
NE,Adams,1443735,1477776,1478898,1423950
NE,Antelope,319454,385910,414733,468807
NE,Arthur,15272,18475,18018,18810
NE,Banner,45528,59911,59559,63378
NE,Blaine,20165,24149,22700,24308
NE,Boone,362455,415526,402528,419509
NE,Box Butte,786585,805755,828237,797255
NE,Boyd,58817,69011,69414,73839
NE,Brown,156657,156127,158359,170776
NE,Buffalo,2416035,2410318,2323404,2341151
NE,Burt,212312,244020,241787,241509
NE,Butler,269213,296394,298937,299843
NE,Cass,505222,550593,612070,663981
NE,Cedar,405317,441022,430503,464012
NE,Chase,276130,304625,299121,348789
NE,Cherry,218395,239733,250493,236069
NE,Cheyenne,754309,768459,734578,717475
NE,Clay,333402,385565,369660,370842
NE,Colfax,483276,506238,528245,541912
NE,Cuming,637897,679511,679563,725102
NE,Custer,638784,674396,684749,755095
NE,Dakota,1090155,1042208,1052521,1080020
NE,Dawes,264369,269065,267693,275605
NE,Dawson,1195499,1323283,1321151,1348621
NE,Deuel,75777,82750,79491,84202
NE,Dixon,172291,187906,189962,192589
NE,Dodge,1625415,1675402,1611278,1655342
NE,Douglas,37597041,37740854,39288504,40252113
NE,Dundy,113071,129030,118926,120803
NE,Fillmore,314327,344233,349603,386149
NE,Franklin,86561,104400,103110,108976
NE,Frontier,97353,111070,114194,118477
NE,Furnas,202993,224624,221070,222513
NE,Gage,817455,872709,905493,914273
NE,Garden,76296,84412,82976,87043
NE,Garfield,78427,90425,88969,91281
NE,Gosper,91148,105189,109094,127217
NE,Grant,76803,98585,88851,93497
NE,Greeley,102821,126918,127359,139011
NE,Hall,3141382,3410290,3502131,3618558
NE,Hamilton,441550,516467,541559,559762
NE,Harlan,124816,153600,152940,161612
NE,Hayes,62568,80333,75169,80195
NE,Hitchcock,106319,106323,115366,120161
NE,Holt,537327,600490,625558,670349
NE,Hooker,28680,29838,29128,30456
NE,Howard,181217,214968,212692,230560
NE,Jefferson,340430,422029,455535,482097
NE,Johnson,150366,158767,163395,167967
NE,Kearney,314736,355747,346780,359670
NE,Keith,327778,352960,353500,364324
NE,Keya Paha,43282,55369,54905,59766
NE,Kimball,198799,186444,183121,183444
NE,Knox,312861,356378,353025,370366
NE,Lancaster,15608741,16070842,16624134,16921978
NE,Lincoln,2719414,2622239,2502455,2579086
NE,Logan,26290,33113,33819,38442
NE,Loup,15900,18775,17545,17631
NE,McPherson,15000,19372,20352,22320
NE,Madison,1925451,1941133,2027758,2177065
NE,Merrick,301546,330610,331133,341297
NE,Morrill,234849,266243,263014,266843
NE,Nance,134340,151080,159920,169932
NE,Nemaha,782844,744895,611515,709485
NE,Nuckolls,148078,173383,179569,189264
NE,Otoe,1272511,1084467,904318,992332
NE,Pawnee,88605,102554,106784,107870
NE,Perkins,190345,215628,215902,224759
NE,Phelps,748637,721763,684265,682183
NE,Pierce,271887,298050,301796,307897
NE,Platte,2239248,2343954,2258036,2199465
NE,Polk,206224,239404,245051,269877
NE,Red Willow,508251,534795,529797,526453
NE,Richardson,264373,277970,270365,277464
NE,Rock,63826,70791,69092,73401
NE,Saline,694463,701990,725172,770798
NE,Sarpy,6145125,6464186,6632593,6785411
NE,Saunders,506165,569444,579485,622325
NE,Scotts Bluff,1659858,1670914,1714408,1714481
NE,Seward,606453,668792,686004,704526
NE,Sheridan,162148,187660,193686,201855
NE,Sherman,89040,106624,110241,118175
NE,Sioux,56407,64030,59896,70739
NE,Stanton,247508,262180,273384,293140
NE,Thayer,320232,369840,332649,326219
NE,Thomas,22488,25245,26336,24433
NE,Thurston,307625,316776,309555,330420
NE,Valley,208760,218849,219059,221492
NE,Washington,1384960,1258514,1381551,1313206
NE,Wayne,351423,357245,348549,352125
NE,Webster,140972,177620,180337,193790
NE,Wheeler,94430,41455,36534,37192
NE,York,755717,788354,778508,808448
NV,Churchill,906447,813440,894434,963063
NV,Clark,86289124,87120509,88777403,97235815
NV,Douglas,2505636,1988135,2150570,1994890
NV,Elko,2945299,2939902,2776228,2515553
NV,Esmeralda,62323,70896,64310,55768
NV,Eureka,1885802,1629895,1298330,1159970
NV,Humboldt,1603459,1551917,1417671,1149519
NV,Lander,903041,831073,732295,714491
NV,Lincoln,130882,136589,127343,122283
NV,Lyon,1221696,1212834,1292749,1227534
NV,Mineral,139754,137849,136228,127749
NV,Nye,1421068,1401197,1559233,1305819
NV,Pershing,303839,281708,272565,265846
NV,Storey,520929,531967,557755,574230
NV,Washoe,23832348,24250850,24290674,22277017
NV,White Pine,690758,609540,561167,539600
NV,Carson City,2680550,2741966,2661574,2733957
NH,Belknap,2394064,2402476,2299456,2385952
NH,Carroll,1767019,1768512,1702875,1673174
NH,Cheshire,2876504,2971996,3009882,3105703
NH,Coos,992681,1020678,1011148,1035849
NH,Grafton,5356813,5292909,5337447,5381116
NH,Hillsborough,23146974,23561924,23370414,24514411
NH,Merrimack,8149879,8441435,8663041,8314344
NH,Rockingham,16887402,17222905,17919930,18370544
NH,Strafford,4852628,4826295,4883357,5136726
NH,Sullivan,1265227,1291055,1275899,1276822
NJ,Atlantic,12344270,12473132,12159297,11667077
NJ,Bergen,66123918,66345795,66058777,64759923
NJ,Burlington,23477463,24205681,24020108,24112384
NJ,Camden,21360744,21241443,21050819,21290998
NJ,Cape May,4716122,4558498,4610670,4393519
NJ,Cumberland,5386711,5353085,5300936,5378806
NJ,Essex,48424228,49116825,48558968,49217944
NJ,Gloucester,10403688,10570376,11137206,13313986
NJ,Hudson,39959502,37888835,36175218,40159843
NJ,Hunterdon,6344978,6124036,6183096,6234185
NJ,Mercer,29268157,27938617,27440330,28086395
NJ,Middlesex,54953012,55600171,56257211,57179192
NJ,Monmouth,29829386,30328220,30838354,30647467
NJ,Morris,52553984,53474543,52560474,52258023
NJ,Ocean,17609322,18223287,18922503,19384111
NJ,Passaic,19815630,19462676,19479112,19077602
NJ,Salem,5387670,5713817,5499219,5303932
NJ,Somerset,28874159,30777384,34861738,37406809
NJ,Sussex,3715729,3722562,3712412,3648381
NJ,Union,35426566,36248871,36450062,36376300
NJ,Warren,3770597,3978288,3818769,3711137
NM,Bernalillo,33359535,32571106,33452570,33595733
NM,Catron,70597,69728,69955,66156
NM,Chaves,2399263,2427045,2494114,2525205
NM,Cibola,688544,661082,666589,640177
NM,Colfax,396403,465993,382618,466390
NM,Curry,2770528,2786294,2876503,2801121
NM,De Baca,84378,77714,78669,76186
NM,Dona Ana,6265693,6041913,6210053,6190567
NM,Eddy,4390983,4832629,5903899,6705308
NM,Grant,1117430,1166830,1222680,1202098
NM,Guadalupe,130646,120064,121681,117836
NM,Harding,23923,19947,29603,25298
NM,Hidalgo,219942,210714,204237,196823
NM,Lea,5346367,5620542,5827859,5922864
NM,Lincoln,623002,625396,639998,659466
NM,Los Alamos,2306539,2131367,2241436,2291239
NM,Luna,720954,719354,715539,689855
NM,McKinley,1906359,1913301,2021483,2085418
NM,Mora,106630,113116,137262,117664
NM,Otero,2483988,2523099,2454912,2452890
NM,Quay,285873,276770,289256,280594
NM,Rio Arriba,662073,615140,594953,593359
NM,Roosevelt,563564,553341,580240,555173
NM,Sandoval,3300470,2789547,2860572,2927596
NM,San Juan,7287704,6974687,7103495,7633517
NM,San Miguel,539923,526681,523708,517270
NM,Santa Fe,6443372,6625448,6408326,6569944
NM,Sierra,245367,228042,227352,227882
NM,Socorro,439236,423543,417933,416712
NM,Taos,878292,869188,871837,767638
NM,Torrance,284449,266885,279543,285665
NM,Union,151519,138885,142085,147667
NM,Valencia,1108006,1116850,1115979,1128522
NY,Albany,24791703,25479702,26405639,26254937
NY,Allegany,1016724,1054031,1100681,1072033
NY,Bronx,29926313,29067477,28878091,28787000
NY,Broome,8695765,8525008,8341316,7987631
NY,Cattaraugus,2377326,2430050,2385269,2378817
NY,Cayuga,2128462,2233814,2265000,2235809
NY,Chautauqua,4239339,4300218,4220253,4178799
NY,Chemung,3239426,3395081,3474981,3399620
NY,Chenango,1565538,1566822,1623356,1682345
NY,Clinton,3004272,3102257,3044799,3030905
NY,Columbia,1895996,1992658,2050708,2034681
NY,Cortland,1576938,1630130,1679612,1734570
NY,Delaware,1419923,1476849,1479029,1499121
NY,Dutchess,11412358,11817608,11724250,11827685
NY,Erie,44976857,45041935,47076629,47890306
NY,Essex,1174562,1247372,1231095,1176981
NY,Franklin,1514130,1522962,1460113,1416867
NY,Fulton,1326795,1325248,1305445,1308428
NY,Genesee,1951180,1993623,1992099,1946286
NY,Greene,1999946,1827067,1709946,1774864
NY,Hamilton,122181,125637,140744,128485
NY,Herkimer,1356131,1413099,1415415,1380700
NY,Jefferson,6327637,6286892,6161093,5871229
NY,Kings,59716251,60062655,62518949,63302841
NY,Lewis,712340,744590,765780,738916
NY,Livingston,1687301,1754248,1734974,1774697
NY,Madison,1740873,1811017,1836734,1805981
NY,Monroe,39926339,39703205,40495972,41597800
NY,Montgomery,1415887,1471192,1493089,1503916
NY,Nassau,82095547,82617822,84577008,84365845
NY,New York,610107941,600904801,614783005,629682050
NY,Niagara,7869966,8092136,8279185,8244140
NY,Oneida,9048352,8795248,8890954,8752262
NY,Onondaga,24928018,24949739,25891327,26622334
NY,Ontario,4550094,4895697,5018048,5444039
NY,Orange,13046394,13169074,13362722,13609799
NY,Orleans,1065230,1071815,1109132,1075665
NY,Oswego,5654148,6223705,6065730,6172525
NY,Otsego,1929070,1903285,1900923,1925582
NY,Putnam,2611112,2648211,2685910,2712346
NY,Queens,70002804,70577822,72874095,73842942
NY,Rensselaer,5069113,5039824,5219715,5359705
NY,Richmond,10682962,11275506,11880328,11248532
NY,Rockland,18159993,17328543,18147307,19225562
NY,St. Lawrence,2839578,2894393,2894778,2863416
NY,Saratoga,8427267,8721455,8896685,9081576
NY,Schenectady,7044969,7074743,7145803,7286714
NY,Schoharie,667832,668136,665785,648763
NY,Schuyler,410499,408996,398597,379686
NY,Seneca,1095288,1101251,1112183,1077939
NY,Steuben,3576382,4027839,4373262,4435987
NY,Suffolk,76859133,77634248,78240760,78458835
NY,Sullivan,2121811,2234840,2206921,2112361
NY,Tioga,1277955,1381202,1408089,1560728
NY,Tompkins,5173541,5268247,5339934,5397961
NY,Ulster,6036326,6596250,6637968,5987660
NY,Warren,3115315,3254148,3286945,3391668
NY,Washington,1442354,1454119,1419936,1402125
NY,Wayne,3058482,3190219,3007110,2995561
NY,Westchester,67308615,67530692,68448396,70303494
NY,Wyoming,1364490,1390018,1445958,1435346
NY,Yates,568869,594137,595688,588672
NC,Alamance,5003218,4742242,4816408,4767602
NC,Alexander,601457,610390,639882,637799
NC,Alleghany,214222,277687,337427,411522
NC,Anson,615330,589441,601156,588535
NC,Ashe,560879,597598,596141,592605
NC,Avery,472128,450634,430725,446707
NC,Beaufort,1460267,1523235,1509134,1436607
NC,Bertie,560036,577225,594006,615638
NC,Bladen,1314682,1286689,1329774,1365217
NC,Brunswick,3529035,3440856,3586089,3615316
NC,Buncombe,10005423,10117785,10322975,10485396
NC,Burke,2321806,2347885,2328303,2332613
NC,Cabarrus,5785784,5605082,5594336,5708767
NC,Caldwell,1902349,1829813,1837900,1855504
NC,Camden,162714,172940,172650,160211
NC,Carteret,1738082,1764013,1765144,1783543
NC,Caswell,213887,223832,258411,285880
NC,Catawba,7120955,7128538,7190816,7353758
